ip,date_time,request,step,session,user_id
ppp115-198.lns1.bne3,08/May/2005:20:34:40,/eaglefarm/,1,857,857
203.94.198.143,08/May/2005:22:02:42,/eaglefarm/,1,862,862
cpe-139-168-171-67.q,09/May/2005:08:44:07,/eaglefarm/,3,869,869
203.57.223.25,09/May/2005:10:35:45,/eaglefarm/,1,871,871
203.57.223.25,09/May/2005:10:37:14,/eaglefarm/,6,871,871
msnbot.msn.com,09/May/2005:10:41:03,/eaglefarm/,1,872,872
cpe-139-168-171-67.q,09/May/2005:12:10:36,/eaglefarm/,3,877,877
smtp.virginblue.com.,09/May/2005:12:17:26,/eaglefarm/,3,878,878
220-244-144-238-qld.,09/May/2005:14:44:22,/eaglefarm/,4,892,892
220-244-144-238-qld.,09/May/2005:14:45:02,/eaglefarm/,11,892,892
bri-pow-pr3.tpgi.com,09/May/2005:16:19:02,/eaglefarm/,1,895,895
203.202.117.216,10/May/2005:00:30:19,/eaglefarm/,2,906,906
ess-p-144-138-96-236,10/May/2005:12:49:37,/eaglefarm/,1,921,921
cpe-139-168-171-67.q,10/May/2005:13:33:35,/eaglefarm/,3,926,926
203.166.124.5,10/May/2005:15:53:48,/eaglefarm/,1,940,940
cpe-138-130-222-62.q,10/May/2005:16:41:19,/eaglefarm/,18,944,944
c210-49-93-13.rochd1,10/May/2005:21:16:12,/eaglefarm/,1,955,955
bl5-58-101.dsl.telep,11/May/2005:00:15:40,/eaglefarm/,1,957,957
smtp.virginblue.com.,11/May/2005:09:08:12,/eaglefarm/,3,958,958
220-245-55-130-qld.t,11/May/2005:09:18:17,/eaglefarm/,1,959,959
220-245-55-130-qld.t,11/May/2005:09:18:36,/eaglefarm/,3,959,959
cpe-60-231-132-57.ql,11/May/2005:11:57:58,/eaglefarm/,1,966,966
cpe-60-231-132-57.ql,11/May/2005:11:59:09,/eaglefarm/,8,966,966
cpe-60-231-132-57.ql,11/May/2005:12:33:15,/eaglefarm/,1,968,968
smtp.virginblue.com.,11/May/2005:15:51:50,/eaglefarm/,3,974,974
gcccscn.dsl.onthenet,11/May/2005:16:02:35,/eaglefarm/,3,975,975
proxy1.library.uq.ed,11/May/2005:17:42:17,/eaglefarm/,1,979,979
dsl-220-235-70-98.ql,11/May/2005:21:39:00,/eaglefarm/,1,993,993
dsl-220-235-70-98.ql,11/May/2005:21:40:52,/eaglefarm/,11,993,993
cpe-138-130-230-84.q,12/May/2005:07:54:51,/eaglefarm/,1,1003,1003
60-240-146-220.tpgi.,12/May/2005:09:48:09,/eaglefarm/,3,1014,1014
cpe-203-45-149-96.ql,12/May/2005:10:31:13,/eaglefarm/,4,1016,1016
144.139.173.76,12/May/2005:11:02:44,/eaglefarm/,2,1019,1019
c24.177.134.6.static,12/May/2005:11:04:58,/eaglefarm/,2,1020,1020
cpe-203-45-149-96.ql,12/May/2005:15:29:35,/eaglefarm/,2,1026,1026
d220-236-84-221.dsl.,12/May/2005:19:04:19,/eaglefarm/,1,1029,1029
cust0785.qld01.datac,12/May/2005:23:50:44,/eaglefarm/,1,1039,1039
c210-49-46-109.fitzg,13/May/2005:11:07:45,/eaglefarm/,1,1049,1049
proxy2-mercury.net.q,13/May/2005:13:47:33,/eaglefarm/,1,1051,1051
152.73.233.220.exete,13/May/2005:15:56:15,/eaglefarm/,1,1057,1057
203.3.167.12,13/May/2005:16:27:25,/eaglefarm/,1,1061,1061
203.166.253.98,13/May/2005:23:59:15,/eaglefarm/,1,1082,1082
lj2271.inktomisearch,14/May/2005:05:37:24,/eaglefarm/,2,1093,1093
220-253-30-55.vic.ne,14/May/2005:15:03:31,/eaglefarm/,1,1112,1112
c210-49-71-69.ipswc1,14/May/2005:20:22:49,/eaglefarm/,1,1122,1122
observator.rdspt.ro,14/May/2005:22:47:24,/eaglefarm/,1,1127,1127
crawl-66-249-64-33.g,15/May/2005:05:13:05,/eaglefarm/,1,1135,1135
sxpp-p-144-139-125-1,15/May/2005:10:31:33,/eaglefarm/,6,1147,1147
203.84.69.21.in-addr,15/May/2005:15:18:50,/eaglefarm/,1,1166,1166
203.84.69.21.in-addr,15/May/2005:17:04:59,/eaglefarm/,1,1171,1171
dsl-220-235-114-66.s,15/May/2005:19:43:27,/eaglefarm/,6,1175,1175
dsl-220-235-114-66.s,15/May/2005:19:44:32,/eaglefarm/,16,1175,1175
cpe-60-231-145-17.ql,16/May/2005:09:11:24,/eaglefarm/,1,1189,1189
b3255.static.pacific,16/May/2005:10:31:23,/eaglefarm/,1,1194,1194
b3255.static.pacific,16/May/2005:10:32:16,/eaglefarm/,11,1194,1194
proxy3.tpgi.com.au,16/May/2005:14:01:55,/eaglefarm/,1,1219,1219
cpe-147-10-92-80.qld,16/May/2005:15:03:19,/eaglefarm/,1,1226,1226
cpe-147-10-92-80.qld,16/May/2005:15:15:46,/eaglefarm/,2,1228,1228
cpe-203-51-14-197.ns,16/May/2005:16:21:07,/eaglefarm/,1,1230,1230
cpe-203-51-14-197.ns,16/May/2005:16:22:21,/eaglefarm/,13,1230,1230
144.135.2.28,16/May/2005:17:20:35,/eaglefarm/,3,1231,1231
203.84.69.21.in-addr,16/May/2005:19:40:51,/eaglefarm/,2,1239,1239
c220-237-78-13.kelvn,16/May/2005:22:41:22,/eaglefarm/,1,1245,1245
c220-237-78-13.kelvn,16/May/2005:22:49:51,/eaglefarm/,8,1245,1245
nme-pow-pr2.tpgi.com,17/May/2005:04:28:10,/eaglefarm/,1,1248,1248
nme-pow-pr2.tpgi.com,17/May/2005:04:28:11,/eaglefarm/,2,1248,1248
proxy1.uq.edu.au,17/May/2005:10:18:35,/eaglefarm/,1,1257,1257
cpe-61-9-215-107.qld,17/May/2005:11:34:29,/eaglefarm/,1,1259,1259
cpe-143-238-133-184.,17/May/2005:13:12:36,/eaglefarm/,3,1265,1265
webcache2.itc.griffi,17/May/2005:16:06:36,/eaglefarm/,1,1269,1269
ppp2224.dsl.pacific.,17/May/2005:16:09:14,/eaglefarm/,2,1270,1270
c210-49-67-61.rochd3,17/May/2005:16:24:17,/eaglefarm/,1,1272,1272
pils.sge.net,17/May/2005:17:29:49,/eaglefarm/,1,1277,1277
203-206-21-131.dyn.i,18/May/2005:11:16:21,/eaglefarm/,1,1300,1300
220-245-34-114-nsw.t,18/May/2005:11:27:52,/eaglefarm/,1,1303,1303
c113.34.135.144.sate,18/May/2005:13:46:16,/eaglefarm/,3,1309,1309
220-253-92-188.qld.n,18/May/2005:14:33:58,/eaglefarm/,11,1310,1310
ns.detir.qld.gov.au,18/May/2005:14:53:16,/eaglefarm/,2,1316,1316
cpe000c4176caa7-cm00,19/May/2005:12:15:59,/eaglefarm/,1,1357,1357
ctx33.caltex.com.au,19/May/2005:13:27:27,/eaglefarm/,2,1361,1361
cpe-138-130-200-223.,19/May/2005:13:30:15,/eaglefarm/,1,1363,1363
242.055.dsl.syd.ipri,19/May/2005:13:32:41,/eaglefarm/,1,1364,1364
242.055.dsl.syd.ipri,19/May/2005:13:34:44,/eaglefarm/,7,1364,1364
202.12.126.252,19/May/2005:14:01:09,/eaglefarm/,1,1368,1368
ess-p-144-138-81-56.,19/May/2005:16:28:39,/eaglefarm/,1,1374,1374
201-255-70-122.mrse.,19/May/2005:18:04:14,/eaglefarm/,1,1381,1381
dsl-202-173-188-99.q,19/May/2005:21:35:41,/eaglefarm/,1,1388,1388
220-244-147-226-qld.,19/May/2005:22:17:16,/eaglefarm/,1,1389,1389
203.166.253.98,20/May/2005:09:23:42,/eaglefarm/,1,1401,1401
cpe-203-51-216-177.q,20/May/2005:09:30:28,/eaglefarm/,1,1402,1402
ess-p-144-138-87-240,20/May/2005:11:36:57,/eaglefarm/,1,1410,1410
bri-pow-pr3.tpgi.com,20/May/2005:13:18:52,/eaglefarm/,1,1412,1412
cpe-143-238-182-212.,20/May/2005:14:01:57,/eaglefarm/,1,1414,1414
cpe-143-238-182-212.,20/May/2005:14:02:45,/eaglefarm/,7,1414,1414
visp.inabox.net,20/May/2005:16:49:53,/eaglefarm/,11,1424,1424
cpe-61-9-215-107.qld,21/May/2005:11:57:23,/eaglefarm/,1,1457,1457
lj2271.inktomisearch,21/May/2005:17:37:27,/eaglefarm/,2,1471,1471
dsl-220-235-253-80.q,21/May/2005:20:55:08,/eaglefarm/,1,1473,1473
cm61-10-7-98.hkcable,21/May/2005:21:31:49,/eaglefarm/,1,1476,1476
cpe-60-226-13-14.qld,22/May/2005:14:14:34,/eaglefarm/,4,1495,1495
host-202-47-115-82.g,22/May/2005:14:33:00,/eaglefarm/,1,1496,1496
c24.177.134.6.static,23/May/2005:03:39:46,/eaglefarm/,2,1534,1534
202.47.53.57,23/May/2005:14:11:34,/eaglefarm/,1,1560,1560
cpe-138-130-240-103.,23/May/2005:16:10:41,/eaglefarm/,1,1563,1563
cpe-138-130-240-103.,23/May/2005:16:12:13,/eaglefarm/,7,1563,1563
c210-49-67-61.rochd3,23/May/2005:17:18:46,/eaglefarm/,4,1564,1564
c220-237-94-169.ipsw,23/May/2005:20:29:51,/eaglefarm/,14,1572,1572
cpe-203-51-197-21.ql,24/May/2005:08:55:59,/eaglefarm/,1,1591,1591
cpe-25-232.dsl.onthe,24/May/2005:11:05:13,/eaglefarm/,1,1615,1615
mail02.brambles.com,24/May/2005:16:31:16,/eaglefarm/,3,1624,1624
cpe-60-231-124-63.ql,24/May/2005:17:57:38,/eaglefarm/,1,1627,1627
c210-49-128-19.fitzg,24/May/2005:19:40:22,/eaglefarm/,3,1629,1629
msnbot.msn.com,24/May/2005:22:58:47,/eaglefarm/,3,1639,1639
crawl-66-249-64-18.g,25/May/2005:02:42:17,/eaglefarm/,1,1646,1646
egspd42466.ask.com,25/May/2005:09:39:01,/eaglefarm/,1,1667,1667
220-253-91-40.qld.ne,25/May/2005:10:14:28,/eaglefarm/,1,1670,1670
ppp30-115.lns1.syd2.,25/May/2005:14:25:47,/eaglefarm/,1,1686,1686
cpe-203-51-243-17.ql,25/May/2005:17:02:47,/eaglefarm/,1,1692,1692
c210-49-79-232.ipswc,25/May/2005:17:23:21,/eaglefarm/,1,1697,1697
cpe-144-133-211-1.ql,25/May/2005:20:49:20,/eaglefarm/,1,1704,1704
visp.inabox.net,26/May/2005:08:20:28,/eaglefarm/,9,1717,1717
cor6-ppp118.for.dsl.,26/May/2005:08:57:21,/eaglefarm/,1,1721,1721
cor6-ppp118.for.dsl.,26/May/2005:08:59:00,/eaglefarm/,1,1725,1725
c220-237-78-146.kelv,26/May/2005:09:36:10,/eaglefarm/,1,1737,1737
cpe-144-137-146-213.,26/May/2005:10:22:04,/eaglefarm/,1,1741,1741
cpe-203-51-16-137.ns,26/May/2005:10:55:46,/eaglefarm/,1,1745,1745
cpe-203-51-16-137.ns,26/May/2005:10:58:10,/eaglefarm/,10,1745,1745
cpe-203-45-207-6.qld,26/May/2005:11:29:06,/eaglefarm/,1,1747,1747
cpe-203-45-207-6.qld,26/May/2005:11:31:23,/eaglefarm/,9,1747,1747
chtax17-070.dialup.o,26/May/2005:12:18:15,/eaglefarm/,1,1748,1748
chtax17-070.dialup.o,26/May/2005:12:20:09,/eaglefarm/,6,1748,1748
220-253-105-48.tas.n,26/May/2005:12:51:27,/eaglefarm/,2,1750,1750
cpe-138-217-184-29.q,26/May/2005:13:37:23,/eaglefarm/,1,1752,1752
nsw-210-211-69-014.d,26/May/2005:15:44:17,/eaglefarm/,1,1765,1765
adsl-67-238.swiftdsl,26/May/2005:21:08:29,/eaglefarm/,1,1777,1777
cpe-203-45-198-163.q,27/May/2005:13:48:46,/eaglefarm/,1,1807,1807
cpe-203-63-194-151.e,27/May/2005:16:12:00,/eaglefarm/,1,1812,1812
cache5.syd.ops.aspac,28/May/2005:01:32:41,/eaglefarm/,1,1817,1817
sv-crawl.looksmart.c,28/May/2005:10:59:22,/eaglefarm/,1,1825,1825
cpe-144-133-214-98.q,28/May/2005:13:49:45,/eaglefarm/,1,1829,1829
cpe-144-133-214-98.q,28/May/2005:13:49:54,/eaglefarm/,2,1829,1829
bri-pr1.tpgi.com.au,28/May/2005:17:02:23,/eaglefarm/,1,1834,1834
ess-p-144-138-69-93.,28/May/2005:17:30:10,/eaglefarm/,4,1835,1835
ess-p-144-138-69-93.,28/May/2005:17:31:40,/eaglefarm/,13,1835,1835
cpe-60-231-95-53.qld,28/May/2005:20:14:06,/eaglefarm/,3,1842,1842
cr1.sensis.com.au,29/May/2005:05:25:59,/eaglefarm/,11,1878,1878
lj2271.inktomisearch,29/May/2005:05:37:34,/eaglefarm/,2,1880,1880
cpe-144-131-212-106.,29/May/2005:12:03:58,/eaglefarm/,15,1887,1887
cpe-144-131-212-106.,29/May/2005:12:06:42,/eaglefarm/,27,1887,1887
cpe-144-131-212-106.,29/May/2005:12:09:20,/eaglefarm/,34,1887,1887
cpe-144-131-212-106.,29/May/2005:12:15:34,/eaglefarm/,60,1887,1887
cpe-144-133-217-37.q,29/May/2005:13:46:23,/eaglefarm/,1,1889,1889
wooax17-a133.dialup.,29/May/2005:15:07:40,/eaglefarm/,1,1891,1891
dsl-202-173-145-138.,29/May/2005:15:58:08,/eaglefarm/,2,1892,1892
cpe-143-238-175-249.,29/May/2005:22:02:24,/eaglefarm/,1,1898,1898
cpe-61-9-206-122.nsw,30/May/2005:14:41:18,/eaglefarm/,1,1918,1918
058.a.001.cns.iprimu,30/May/2005:16:39:41,/eaglefarm/,1,1921,1921
chrax9-b015.dialup.o,30/May/2005:17:31:08,/eaglefarm/,3,1922,1922
cpe-144-137-148-31.q,31/May/2005:01:08:21,/eaglefarm/,1,1931,1931
220-244-216-214-qld.,31/May/2005:03:16:32,/eaglefarm/,1,1932,1932
220-244-216-214-qld.,31/May/2005:03:18:19,/eaglefarm/,8,1932,1932
173.014.dsl.brs.ipri,31/May/2005:10:24:12,/eaglefarm/,1,1938,1938
210-0-71-149.nexnet.,21/Apr/2005:15:08:36,/eaglefarm/aboutus,8,135,135
114.a.001.brs.iprimu,21/Apr/2005:23:43:29,/eaglefarm/aboutus,14,152,152
210-0-71-145.nexnet.,22/Apr/2005:11:23:34,/eaglefarm/aboutus,11,177,177
210-0-71-149.nexnet.,22/Apr/2005:11:34:14,/eaglefarm/aboutus,1,182,182
cpe-147-10-80-62.qld,27/Apr/2005:06:40:51,/eaglefarm/aboutus,14,338,338
cpe-60-231-80-137.ql,27/Apr/2005:16:14:53,/eaglefarm/aboutus,6,370,370
client-200.106.108.1,05/May/2005:08:45:49,/eaglefarm/aboutus,8,671,671
bri-pow-pr3.tpgi.com,06/May/2005:13:06:07,/eaglefarm/aboutus,9,740,740
bri-pow-pr3.tpgi.com,06/May/2005:13:06:38,/eaglefarm/aboutus,14,740,740
mynah0.connect.com.a,06/May/2005:13:28:28,/eaglefarm/aboutus,1,752,752
myeah0.connect.com.a,06/May/2005:13:33:06,/eaglefarm/aboutus,2,754,754
cpe-203-45-253-10.ql,07/May/2005:11:15:24,/eaglefarm/aboutus,7,806,806
cpe-203-45-253-10.ql,07/May/2005:12:08:40,/eaglefarm/aboutus,3,809,809
cpe-203-45-253-10.ql,07/May/2005:12:23:03,/eaglefarm/aboutus,1,812,812
surtek.lnk.telstra.n,10/May/2005:13:41:19,/eaglefarm/aboutus,6,927,927
203-173-23-22.dyn.ii,10/May/2005:21:37:28,/eaglefarm/aboutus,4,956,956
proxy1.library.uq.ed,11/May/2005:17:49:19,/eaglefarm/aboutus,4,981,981
203.84.69.21.in-addr,16/May/2005:19:41:45,/eaglefarm/aboutus,5,1239,1239
203.84.69.21.in-addr,16/May/2005:19:51:11,/eaglefarm/aboutus,17,1239,1239
203.84.69.21.in-addr,16/May/2005:21:14:13,/eaglefarm/aboutus,2,1241,1241
203.84.69.21.in-addr,16/May/2005:21:14:19,/eaglefarm/aboutus,3,1241,1241
c220-237-78-13.kelvn,17/May/2005:16:52:43,/eaglefarm/aboutus,5,1275,1275
cpe000c4176caa7-cm00,19/May/2005:12:16:09,/eaglefarm/aboutus,5,1357,1357
cpe-138-130-200-223.,19/May/2005:13:30:55,/eaglefarm/aboutus,7,1363,1363
c220-237-94-169.ipsw,23/May/2005:20:30:08,/eaglefarm/aboutus,20,1572,1572
mail02.brambles.com,24/May/2005:16:32:16,/eaglefarm/aboutus,6,1624,1624
c210-49-128-19.fitzg,24/May/2005:19:43:59,/eaglefarm/aboutus,11,1629,1629
brisinsite2.pmpdigit,25/May/2005:09:25:13,/eaglefarm/aboutus,1,1660,1660
cpe-60-231-95-53.qld,28/May/2005:20:14:47,/eaglefarm/aboutus,5,1842,1842
cpe-144-131-212-106.,29/May/2005:12:13:17,/eaglefarm/aboutus,47,1887,1887
210-0-71-149.nexnet.,21/Apr/2005:15:08:36,/eaglefarm/aboutus/,9,135,135
114.a.001.brs.iprimu,21/Apr/2005:23:43:29,/eaglefarm/aboutus/,15,152,152
210-0-71-145.nexnet.,22/Apr/2005:11:23:34,/eaglefarm/aboutus/,12,177,177
210-0-71-149.nexnet.,22/Apr/2005:11:34:14,/eaglefarm/aboutus/,2,182,182
cpe-147-10-80-62.qld,27/Apr/2005:06:40:51,/eaglefarm/aboutus/,15,338,338
cpe-60-231-80-137.ql,27/Apr/2005:16:14:54,/eaglefarm/aboutus/,7,370,370
client-200.106.108.1,05/May/2005:08:45:50,/eaglefarm/aboutus/,9,671,671
client-200.106.108.1,05/May/2005:08:58:45,/eaglefarm/aboutus/,3,674,674
bri-pow-pr3.tpgi.com,06/May/2005:13:06:07,/eaglefarm/aboutus/,10,740,740
myponga0.connect.com,06/May/2005:13:28:28,/eaglefarm/aboutus/,1,753,753
cpe-203-45-253-10.ql,07/May/2005:11:15:24,/eaglefarm/aboutus/,8,806,806
cpe-203-45-253-10.ql,07/May/2005:12:08:40,/eaglefarm/aboutus/,4,809,809
surtek.lnk.telstra.n,10/May/2005:13:41:19,/eaglefarm/aboutus/,7,927,927
203-173-23-22.dyn.ii,10/May/2005:21:37:28,/eaglefarm/aboutus/,5,956,956
proxy1.library.uq.ed,11/May/2005:17:49:19,/eaglefarm/aboutus/,5,981,981
203.84.69.21.in-addr,16/May/2005:19:41:45,/eaglefarm/aboutus/,6,1239,1239
c220-237-78-13.kelvn,17/May/2005:16:52:43,/eaglefarm/aboutus/,6,1275,1275
cpe000c4176caa7-cm00,19/May/2005:12:16:09,/eaglefarm/aboutus/,6,1357,1357
cpe-138-130-200-223.,19/May/2005:13:30:55,/eaglefarm/aboutus/,8,1363,1363
c220-237-94-169.ipsw,23/May/2005:20:30:08,/eaglefarm/aboutus/,21,1572,1572
mail02.brambles.com,24/May/2005:16:32:17,/eaglefarm/aboutus/,7,1624,1624
c210-49-128-19.fitzg,24/May/2005:19:44:00,/eaglefarm/aboutus/,12,1629,1629
brisinsite2.pmpdigit,25/May/2005:09:25:13,/eaglefarm/aboutus/,2,1660,1660
cpe-60-231-95-53.qld,28/May/2005:20:14:47,/eaglefarm/aboutus/,6,1842,1842
cpe-144-131-212-106.,29/May/2005:12:13:17,/eaglefarm/aboutus/,48,1887,1887
lj2177.inktomisearch,20/Apr/2005:04:24:19,/eaglefarm/contact,1,79,79
msnbot.msn.com,21/Apr/2005:00:51:29,/eaglefarm/contact,2,114,114
210-0-71-149.nexnet.,21/Apr/2005:15:09:16,/eaglefarm/contact,11,135,135
114.a.001.brs.iprimu,21/Apr/2005:23:43:43,/eaglefarm/contact,16,152,152
msnbot.msn.com,22/Apr/2005:01:02:48,/eaglefarm/contact,1,154,154
msnbot.msn.com,23/Apr/2005:02:04:16,/eaglefarm/contact,2,201,201
cpe-203-45-149-96.ql,23/Apr/2005:08:31:58,/eaglefarm/contact,6,216,216
210-0-71-141.nexnet.,23/Apr/2005:13:00:23,/eaglefarm/contact,9,222,222
210-0-71-141.nexnet.,23/Apr/2005:13:06:55,/eaglefarm/contact,16,222,222
msnbot.msn.com,24/Apr/2005:04:10:14,/eaglefarm/contact,2,234,234
209.167.50.22,24/Apr/2005:15:06:12,/eaglefarm/contact,19,245,245
msnbot.msn.com,25/Apr/2005:06:13:49,/eaglefarm/contact,4,259,259
msnbot.msn.com,26/Apr/2005:07:27:57,/eaglefarm/contact,2,291,291
cpe-60-231-80-137.ql,27/Apr/2005:16:14:57,/eaglefarm/contact,8,370,370
msnbot.msn.com,28/Apr/2005:09:50:43,/eaglefarm/contact,3,395,395
crawl23-public.alexa,29/Apr/2005:09:13:25,/eaglefarm/contact,1,469,469
msnbot.msn.com,29/Apr/2005:11:09:57,/eaglefarm/contact,2,471,471
lj2177.inktomisearch,30/Apr/2005:09:22:48,/eaglefarm/contact,1,525,525
msnbot.msn.com,30/Apr/2005:12:53:13,/eaglefarm/contact,3,530,530
202-172-126-30.cpe.q,30/Apr/2005:16:05:28,/eaglefarm/contact,9,534,534
220-253-93-132.qld.n,02/May/2005:13:28:53,/eaglefarm/contact,7,577,577
msnbot.msn.com,02/May/2005:17:49:23,/eaglefarm/contact,2,584,584
mailef.switch.aust.c,03/May/2005:11:18:04,/eaglefarm/contact,5,599,599
crawl-66-249-66-102.,04/May/2005:07:16:47,/eaglefarm/contact,4,616,616
msnbot.msn.com,04/May/2005:21:01:17,/eaglefarm/contact,2,656,656
8-9745.san2.attens.n,04/May/2005:23:03:13,/eaglefarm/contact,26,662,662
client-200.106.108.1,05/May/2005:08:45:29,/eaglefarm/contact,6,671,671
client-200.106.108.1,05/May/2005:08:48:00,/eaglefarm/contact,14,671,671
smtp.virginblue.com.,05/May/2005:15:56:12,/eaglefarm/contact,1,698,698
dc-192-85.bpb.bigpon,05/May/2005:16:10:33,/eaglefarm/contact,9,699,699
dc-196-101.bpb.bigpo,05/May/2005:16:56:44,/eaglefarm/contact,1,703,703
bri-pow-pr3.tpgi.com,06/May/2005:13:06:40,/eaglefarm/contact,15,740,740
myponga0.connect.com,06/May/2005:13:28:31,/eaglefarm/contact,2,753,753
myeah0.connect.com.a,06/May/2005:13:33:15,/eaglefarm/contact,3,754,754
mynah0.connect.com.a,06/May/2005:13:47:08,/eaglefarm/contact,1,755,755
dc-194-162.bpb.bigpo,06/May/2005:14:03:51,/eaglefarm/contact,1,757,757
smtp.virginblue.com.,06/May/2005:17:41:23,/eaglefarm/contact,5,776,776
cpe-203-45-253-10.ql,07/May/2005:11:15:39,/eaglefarm/contact,9,806,806
cpe-203-45-253-10.ql,07/May/2005:11:15:54,/eaglefarm/contact,12,806,806
egspd42466.ask.com,07/May/2005:11:42:32,/eaglefarm/contact,1,807,807
cpe-203-45-253-10.ql,07/May/2005:12:23:07,/eaglefarm/contact,2,812,812
lj2177.inktomisearch,07/May/2005:22:15:06,/eaglefarm/contact,1,829,829
107.a.004.brs.iprimu,08/May/2005:00:17:44,/eaglefarm/contact,17,836,836
msnbot.msn.com,08/May/2005:12:45:43,/eaglefarm/contact,2,848,848
203.94.198.143,08/May/2005:22:03:29,/eaglefarm/contact,3,862,862
msnbot.msn.com,09/May/2005:14:07:15,/eaglefarm/contact,1,888,888
surtek.lnk.telstra.n,10/May/2005:13:42:11,/eaglefarm/contact,8,927,927
proxy2-mercury.net.q,10/May/2005:13:51:46,/eaglefarm/contact,3,928,928
msnbot.msn.com,10/May/2005:16:07:40,/eaglefarm/contact,2,942,942
203-173-23-22.dyn.ii,10/May/2005:21:41:40,/eaglefarm/contact,7,956,956
proxy1.library.uq.ed,11/May/2005:17:49:28,/eaglefarm/contact,6,981,981
msnbot.msn.com,11/May/2005:19:32:48,/eaglefarm/contact,2,989,989
dsl-220-235-70-98.ql,11/May/2005:21:40:19,/eaglefarm/contact,7,993,993
cpe-203-45-149-96.ql,12/May/2005:10:32:21,/eaglefarm/contact,6,1016,1016
cpe-203-45-149-96.ql,12/May/2005:15:29:45,/eaglefarm/contact,4,1026,1026
msnbot.msn.com,12/May/2005:23:08:59,/eaglefarm/contact,2,1037,1037
msnbot.msn.com,14/May/2005:00:17:42,/eaglefarm/contact,2,1083,1083
lj2177.inktomisearch,15/May/2005:10:15:14,/eaglefarm/contact,1,1145,1145
msnbot.msn.com,15/May/2005:11:16:41,/eaglefarm/contact,2,1153,1153
msnbot.msn.com,16/May/2005:13:07:24,/eaglefarm/contact,2,1205,1205
cpe-147-10-92-80.qld,16/May/2005:15:04:12,/eaglefarm/contact,12,1226,1226
203.84.69.21.in-addr,16/May/2005:19:42:28,/eaglefarm/contact,13,1239,1239
203.84.69.21.in-addr,16/May/2005:21:09:35,/eaglefarm/contact,1,1241,1241
203.84.69.21.in-addr,16/May/2005:21:14:20,/eaglefarm/contact,4,1241,1241
c220-237-78-13.kelvn,16/May/2005:22:50:46,/eaglefarm/contact,10,1245,1245
cpe-61-9-215-107.qld,17/May/2005:11:35:44,/eaglefarm/contact,10,1259,1259
msnbot.msn.com,17/May/2005:13:45:28,/eaglefarm/contact,2,1267,1267
c220-237-78-13.kelvn,17/May/2005:16:52:41,/eaglefarm/contact,3,1275,1275
c220-237-78-13.kelvn,17/May/2005:16:52:54,/eaglefarm/contact,7,1275,1275
c220-237-78-13.kelvn,17/May/2005:16:53:12,/eaglefarm/contact,8,1275,1275
msnbot.msn.com,18/May/2005:17:29:11,/eaglefarm/contact,2,1321,1321
msnbot.msn.com,18/May/2005:20:11:42,/eaglefarm/contact,3,1325,1325
dsl-202-173-188-99.q,19/May/2005:21:37:51,/eaglefarm/contact,13,1388,1388
220-244-147-226-qld.,19/May/2005:22:19:10,/eaglefarm/contact,7,1389,1389
msnbot.msn.com,19/May/2005:23:05:04,/eaglefarm/contact,3,1391,1391
visp.inabox.net,20/May/2005:16:50:19,/eaglefarm/contact,19,1424,1424
msnbot.msn.com,21/May/2005:00:58:24,/eaglefarm/contact,2,1438,1438
cpe-61-9-215-107.qld,21/May/2005:11:58:16,/eaglefarm/contact,6,1457,1457
msnbot.msn.com,22/May/2005:03:05:22,/eaglefarm/contact,2,1481,1481
lj2177.inktomisearch,22/May/2005:23:09:14,/eaglefarm/contact,1,1527,1527
msnbot.msn.com,23/May/2005:06:32:44,/eaglefarm/contact,3,1538,1538
c220-237-94-169.ipsw,23/May/2005:20:30:12,/eaglefarm/contact,23,1572,1572
msnbot.msn.com,24/May/2005:09:33:23,/eaglefarm/contact,1,1597,1597
cpe-25-232.dsl.onthe,24/May/2005:11:05:53,/eaglefarm/contact,3,1615,1615
msnbot.msn.com,24/May/2005:12:47:49,/eaglefarm/contact,3,1618,1618
msnbot.msn.com,24/May/2005:13:24:15,/eaglefarm/contact,7,1618,1618
c210-49-128-19.fitzg,24/May/2005:19:44:12,/eaglefarm/contact,13,1629,1629
ppp30-115.lns1.syd2.,25/May/2005:14:58:07,/eaglefarm/contact,1,1690,1690
msnbot.msn.com,25/May/2005:22:46:45,/eaglefarm/contact,2,1707,1707
egspd42466.ask.com,26/May/2005:10:25:38,/eaglefarm/contact,2,1742,1742
cpe-203-51-16-137.ns,26/May/2005:10:56:04,/eaglefarm/contact,3,1745,1745
msnbot.msn.com,27/May/2005:04:24:47,/eaglefarm/contact,1,1793,1793
msnbot.msn.com,28/May/2005:12:14:46,/eaglefarm/contact,3,1826,1826
msnbot.msn.com,28/May/2005:15:27:28,/eaglefarm/contact,2,1833,1833
cr1.sensis.com.au,29/May/2005:05:28:13,/eaglefarm/contact,18,1878,1878
lj2177.inktomisearch,20/Apr/2005:04:24:19,/eaglefarm/contact/,2,79,79
msnbot.msn.com,21/Apr/2005:00:53:17,/eaglefarm/contact/,3,114,114
210-0-71-149.nexnet.,21/Apr/2005:15:09:16,/eaglefarm/contact/,12,135,135
114.a.001.brs.iprimu,21/Apr/2005:23:43:44,/eaglefarm/contact/,17,152,152
msnbot.msn.com,22/Apr/2005:01:21:50,/eaglefarm/contact/,2,154,154
msnbot.msn.com,23/Apr/2005:02:25:00,/eaglefarm/contact/,1,203,203
